Class,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,R_10,R_11,R_12,R_13,R_14,R_15,R_16,R_17,R_18,R_19,R_20,R_21,R_22,R_23,R_24,R_25,R_26,R_27,R_28,R_29,R_30
nonsuc,24.02595666666667,22.718879310344832,23.603953571428573,22.912096296296298,24.035415384615387,23.191312000000003,22.34269166666667,23.92561739130435,24.27348636363636,24.250557142857147,23.595425000000002,25.232747368421055,26.11301111111111,26.443635294117644,25.19464375,22.690773333333333,22.921657142857146,21.55461538461539,22.044566666666668,24.68095454545454,21.291410000000003,24.124466666666663,27.424212499999996,24.41284285714286,25.9546,28.31832,30.826650000000004,36.3788,31.19655,18.2952
suc,24.45662666666667,23.719713793103452,25.606221428571427,25.915844444444446,25.25832692307693,25.2684,25.263679166666673,25.66700434782609,25.79136363636364,24.76171904761905,24.709030000000002,25.92002105263158,24.633477777777777,24.813617647058823,26.827931250000002,24.47904,23.64865714285715,25.708953846153847,25.13477500000001,25.66350909090909,24.981960000000004,24.856344444444446,26.7675,23.935514285714287,20.9563,22.311940000000003,22.680975,24.669133333333335,21.99495,42.5304
nonsuc,27.609606666666668,25.31591724137931,26.874264285714286,27.50908888888889,26.840119230769236,25.796100000000003,26.694216666666666,27.16074347826087,27.13367727272727,27.075861904761908,27.940080000000002,28.06699473684211,27.510055555555553,29.056164705882352,29.89435625,26.856960000000004,26.02611428571429,28.923569230769235,29.57285,27.87823636363636,26.504379999999998,30.380100000000002,33.887225,30.8802,32.17335,33.58344,40.9182,46.0908,44.352000000000004,40.867200000000004
suc,30.280046666666667,29.10261379310345,30.673025000000003,31.128914814814816,31.28392307692308,30.308564,30.265620833333326,30.135321739130433,29.89334090909091,30.880033333333337,30.120565,29.362563157894737,29.910466666666668,30.80531764705883,31.805324999999996,29.79148666666667,31.193971428571437,31.0484,33.20988333333333,32.87740909090909,30.79516,32.53843333333333,32.69535,35.361042857142856,35.003800000000005,27.846480000000003,31.965500000000006,40.28866666666667,43.066599999999994,48.8664
nonsuc,30.520026666666663,29.304703448275866,30.748360714285713,31.68282222222222,30.651303846153844,30.502328000000006,31.36000416666667,30.859817391304347,31.63066363636364,32.585252380952376,31.2863,30.11605263157895,31.40581111111112,32.791264705882355,31.273912499999998,29.532006666666668,29.669164285714288,28.803207692307694,30.327416666666664,29.435954545454546,28.601189999999995,27.034044444444444,28.236825000000003,30.7132,31.06505,28.747859999999996,28.792799999999996,37.2675,37.2708,26.3088
nonsuc,30.469656666666662,29.525203448275864,31.56760714285714,31.414044444444443,30.90047692307692,31.428476000000003,32.19116666666667,30.642917391304348,31.53546818181819,33.92959523809524,31.210744999999996,30.84091578947369,32.41669444444445,32.791264705882355,31.7936625,30.08640666666667,30.395914285714287,28.24998461538462,30.08621666666666,30.910645454545453,26.95722,28.351744444444446,30.168975,29.59,28.6901,30.043559999999996,33.155924999999996,32.5752,40.46805,42.5304
nonsuc,29.056290000000004,28.944165517241377,29.892207142857142,30.102,31.307134615384612,30.128904000000006,30.729187500000005,30.285104347826092,30.483777272727277,31.054709523809525,29.202620000000007,29.578989473684207,28.87868888888889,28.80091764705882,29.5232,27.087986666666662,28.278792857142854,27.268846153846155,26.15295833333333,27.162172727272722,25.30602,24.64277777777778,21.313912499999997,22.697157142857147,22.60475,18.525,22.081875000000004,22.074699999999996,19.68075,14.4144
nonsuc,27.90245333333333,27.209834482758627,28.09226071428571,27.933892592592596,27.88718461538462,28.69468399999999,29.245345833333335,28.929034782608696,28.620895454545458,29.037157142857144,28.818230000000007,27.90973157894737,27.415255555555557,28.082788235294114,28.1388625,26.721079999999997,27.751364285714285,28.394138461538464,27.63780833333333,26.70654545454545,27.66774,25.89614444444444,24.89975,24.796614285714288,26.223933333333335,23.561400000000003,30.138125,36.9026,42.3357,44.0747
nonsuc,27.877603333333337,27.77935862068966,27.768903571428574,28.11067037037037,28.23623461538462,28.086192,28.435437500000003,29.0246347826087,28.732436363636364,30.305119047619048,28.443135,28.417294736842102,27.995444444444445,27.655005882352942,27.8644875,26.691593333333334,26.974607142857142,27.387246153846153,25.695783333333335,24.475272727272735,23.148419999999998,24.242488888888893,24.412825,23.96202857142857,25.333166666666667,24.23998,27.571025,30.693533333333335,25.408549999999998,13.908299999999999
nonsuc,25.46694666666667,24.23539655172414,25.27490714285714,25.036048148148147,25.232569230769233,25.723371999999994,25.545058333333333,25.367782608695656,24.997890909090906,24.29815238095238,25.01649,26.366700000000005,24.186455555555554,25.251064705882357,26.932649999999995,25.137906666666666,25.62687142857143,26.759338461538466,25.88406666666667,26.381990909090913,28.264760000000003,28.71285555555555,27.0929,26.186614285714285,24.31353333333333,28.70206,33.80415,31.385133333333332,32.4348,28.8369
nonsuc,23.927506666666666,23.79438275862069,26.532221428571432,25.676122222222222,24.76804615384615,25.225104,24.205150000000007,25.21083043478261,26.619445454545453,24.425966666666664,24.17539,27.132184210526315,25.259788888888888,24.477623529411762,26.726324999999996,22.714493333333326,25.4882,27.471146153846156,22.917033333333336,22.652554545454542,27.05706,25.914022222222222,24.552149999999997,24.113542857142857,26.799433333333337,26.012980000000006,25.25905,18.1057,21.6805,42.902499999999996
nonsuc,28.313363333333335,27.56878965517242,28.125507142857145,28.816300000000002,27.953538461538457,28.17454799999999,28.745575000000002,27.950665217391307,28.281654545454554,28.782247619047617,28.984325000000002,27.654368421052624,27.944594444444444,29.140723529411765,27.596531249999998,25.88067333333333,26.066985714285714,27.754807692307693,26.589241666666666,26.182336363636363,25.6789,24.880055555555554,24.3315375,25.10764285714286,26.252683333333334,22.43814,20.81335,19.8095,18.71595,8.2698
nonsuc,26.74365,26.563555172413803,26.74470714285715,27.140151851851858,25.796134615384624,26.310976,25.732016666666667,26.143313043478262,26.78419090909092,26.569519047619057,27.367750000000008,27.007921052631577,28.553238888888888,26.62291764705882,27.82460625,26.385173333333334,26.645350000000004,26.027523076923078,27.631608333333332,27.511681818181817,29.44066,28.133288888888885,28.8025375,33.0559,32.79261666666667,31.575620000000004,30.287100000000002,33.44416666666667,38.581199999999995,40.4135
nonsuc,22.783830000000002,22.840634482758624,22.511489285714283,23.11982962962963,21.08970769230769,21.9294,22.062849999999997,23.07532608695652,21.61668636363636,22.87259523809524,23.788165,23.49147368421053,22.02383888888889,22.975764705882355,22.888399999999997,22.655153333333335,21.94562142857143,22.260853846153847,22.39639166666667,21.49830909090909,23.015980000000003,24.259855555555557,24.612037500000003,23.318485714285714,26.294999999999998,24.70628,24.166999999999998,24.548033333333336,23.7448,14.7376
nonsuc,21.430796666666666,21.50148275862069,21.30472142857143,22.417266666666663,21.632707692307694,22.209908,22.405475,22.684721739130435,22.03137272727273,21.937047619047622,23.27888,21.49577368421053,22.38267222222223,23.614376470588237,23.725031249999997,21.784333333333333,19.351064285714283,19.572023076923077,20.4194,19.171836363636363,19.58385,19.26968888888889,17.357999999999997,19.09034285714286,17.632800000000003,19.99408,19.4404,19.0212,18.994950000000003,37.266799999999996
nonsuc,21.864753333333333,21.15681379310345,21.633053571428572,23.31534444444444,22.63889230769231,21.7632,22.788529166666667,22.684721739130435,21.79579090909091,21.405252380952383,22.334870000000002,21.713347368421054,22.139300000000002,22.43844705882353,23.725031249999997,21.784333333333333,20.778978571428574,19.909,20.074908333333333,20.888218181818182,20.70062,19.845555555555553,17.358,17.777014285714287,19.494083333333332,14.761920000000003,13.378375000000002,15.956766666666667,23.99265,24.2481
nonsuc,26.783106666666672,27.219748275862074,27.54612857142857,27.986862962962963,27.584023076923078,27.173816000000006,26.924070833333328,27.415843478260868,25.982577272727273,26.46018095238095,26.82981,26.78068947368421,25.837544444444447,27.078494117647065,28.5024,27.41902666666667,27.66462142857143,28.32367692307692,29.362708333333334,27.895918181818182,28.998699999999996,29.663955555555553,28.963662499999998,29.7985,27.905216666666664,26.25946,26.460949999999997,21.505800000000004,32.560050000000004,38.5008
nonsuc,24.958356666666678,23.060358620689648,24.30346785714286,24.845574074074076,23.679238461538457,22.217703999999998,22.79307916666667,23.983508695652176,22.83275909090909,22.586280952380953,24.0501,23.90804736842105,22.708422222222218,23.805882352941172,25.2039125,24.19054,23.318785714285717,25.03253076923077,27.130075000000005,27.8559,25.76979,27.639022222222223,29.676537500000002,28.73251428571429,26.74406666666667,24.68336,25.717525000000006,29.911833333333337,26.339100000000002,16.608900000000002
nonsuc,21.98879000000001,20.705165517241383,22.21157857142857,22.190914814814818,21.392392307692315,22.379196,24.3361625,23.131808695652175,21.278431818181822,22.184338095238097,21.881165000000003,21.042363157894737,21.937244444444445,23.388011764705883,23.228362500000003,20.901766666666663,21.11817857142857,21.651523076923077,22.294841666666667,22.94429090909091,22.95297,22.935355555555557,20.387675,18.039214285714287,18.69121666666667,18.94128,19.7977,23.3764,29.1456,31.1664
nonsuc,25.579773333333332,23.948399999999996,25.646996428571423,26.779181481481483,24.6353576923077,24.386216000000005,26.60663333333334,25.596678260869567,24.070104545454548,25.528976190476193,26.809845000000006,24.81382105263158,24.790466666666667,27.42031764705882,27.665487499999998,24.73884,25.025692857142854,26.92332307692308,26.58180833333333,25.32042727272727,28.154630000000004,28.502455555555557,24.868587500000004,24.464985714285717,32.13906666666667,32.26462,26.367275,25.395266666666668,35.60615,44.0747
nonsuc,25.463653333333337,25.103489655172417,26.14723571428572,27.895133333333334,25.050184615384616,25.696579999999997,26.83779583333333,27.02322608695652,25.379986363636366,27.637585714285716,28.409910000000004,26.367952631578955,25.39213888888889,27.98801176470588,28.16445,25.729313333333337,24.11313571428571,27.108223076923082,25.850350000000002,24.380627272727278,23.12547,27.291355555555555,24.065475000000003,26.109399999999997,27.40395,30.81506,24.177000000000003,26.5847,33.1338,47.8368
nonsuc,25.780829999999998,25.92423793103448,26.750960714285714,26.94683333333333,25.772446153846154,25.597876,25.8601625,26.410482608695656,26.000045454545454,25.00707619047619,26.674225,25.863584210526316,25.662105555555556,25.750335294117647,28.506862500000004,25.881146666666663,25.789314285714287,27.223107692307686,28.550316666666674,27.575190909090907,27.70668,26.90212222222222,30.6737875,29.777928571428568,26.645183333333335,30.578360000000004,29.390575,26.5322,23.2956,34.214400000000005
nonsuc,21.396076666666666,20.60744827586207,21.77075,21.912251851851856,20.893561538461537,21.061680000000003,22.798279166666664,22.508086956521737,21.29717727272727,21.860419047619047,22.508429999999997,21.27892105263158,20.76452777777778,22.103729411764707,21.83061875,19.695093333333336,19.168442857142857,20.041076923076922,18.865483333333334,18.508454545454544,19.78846,20.622844444444443,17.833875000000003,15.806785714285715,19.196283333333337,16.37328,11.529675,14.7279,17.3654,15.0548
nonsuc,22.372693333333345,21.71683448275862,22.094189285714286,22.62606666666666,22.52460769230769,22.258828000000005,22.606075000000004,24.00712608695652,22.104677272727272,22.259638095238103,24.001245,23.610947368421055,23.54694444444445,22.264864705882353,23.496812499999997,22.93736,21.82577857142857,21.591123076923076,20.930391666666665,20.778427272727274,23.53215,23.242733333333334,23.554850000000002,21.357557142857143,19.472033333333332,22.102600000000002,24.626850000000005,24.09886666666667,27.15465,26.4816
nonsuc,22.928146666666667,23.86348275862069,22.967889285714286,24.785044444444438,23.81015384615385,22.672004,22.590016666666667,25.09565652173913,22.363163636363637,22.68144761904762,22.78775,23.33433684210527,24.254033333333336,22.832388235294122,24.574362499999996,24.401093333333336,23.730321428571433,25.210884615384618,23.453249999999997,26.557818181818185,24.96304,27.746022222222223,25.829325,27.358499999999996,22.514499999999998,25.3285,16.082725,29.63573333333333,19.7155,42.902499999999996
nonsuc,23.318533333333338,23.214937931034488,22.592825000000005,22.382762962962964,23.796707692307695,22.649768000000005,22.9098,25.068834782608697,24.39375,25.00204761904762,24.38605,23.050800000000002,25.306305555555554,22.820805882352943,23.88105,22.726906666666668,23.33902857142857,23.21585384615385,20.774733333333337,18.700554545454544,19.60181,19.724433333333334,21.0416125,19.148957142857146,21.323766666666668,27.3296,26.5365,25.7817,14.561350000000001,14.859599999999999
nonsuc,23.985346666666672,23.136044827586222,24.77636428571429,26.258659259259257,24.192015384615384,23.320596000000002,25.068720833333334,26.70256086956522,24.997740909090908,25.21914761904762,26.027145,27.239884210526316,24.325555555555557,25.128894117647057,25.442425000000004,25.24705333333333,21.74902857142857,22.231707692307694,23.109225,22.40859090909091,18.87468,20.278466666666663,21.888312499999998,22.64474285714286,20.537916666666664,24.153219999999997,26.548524999999998,21.053966666666664,20.94,38.5008
nonsuc,24.329013333333343,22.932017241379324,24.532250000000005,26.21325185185185,24.519384615384617,23.191812000000006,24.814320833333337,26.198352173913054,24.897322727272726,24.887509523809523,26.175705000000004,27.201210526315787,25.326933333333333,23.79903529411765,25.343425,25.14145333333333,23.23928571428571,20.71826153846154,22.966124999999995,21.86375454545455,19.41852,20.415044444444444,23.0789125,23.246114285714288,20.799516666666666,22.196099999999998,26.242025,22.58236666666667,23.3234,26.0928
nonsuc,26.457803333333338,25.07851034482759,25.793014285714285,27.277207407407417,25.813488461538462,24.153408,25.350045833333343,26.45524782608696,25.16906818181819,24.265990476190478,24.527385,26.21921052631579,25.55267222222222,25.627488235294123,26.738281249999996,26.569113333333334,25.685200000000002,25.63513846153846,28.421025,27.788290909090907,25.440839999999998,25.21068888888889,26.979100000000003,26.8006,25.36753333333333,25.241979999999998,27.622400000000003,24.482400000000002,20.8536,14.9572
nonsuc,22.76290333333333,22.527951724137935,23.43728214285714,23.260192592592595,22.386019230769232,23.275620000000004,23.03889166666667,23.125191304347826,23.376940909090912,24.14418571428572,22.60555,24.889310526315793,24.555150000000005,24.2394,24.251043750000004,23.00438,20.94790714285715,21.69675384615385,23.211633333333328,22.212236363636364,20.541860000000003,23.36138888888889,22.4841375,23.05525714285714,22.634433333333334,25.00128,26.9197,23.715400000000002,24.506600000000002,24.451200000000004
nonsuc,22.668936666666664,22.99307586206897,23.709860714285718,22.680633333333336,21.501861538461544,22.708600000000004,22.130570833333334,23.678530434782612,23.171909090909097,22.634700000000002,24.25353,24.92796315789474,23.945922222222222,23.115158823529416,25.317800000000002,23.63702,20.498457142857145,22.04965384615385,22.213333333333335,20.912218181818183,22.852270000000004,26.320399999999996,23.257687500000003,28.835728571428575,24.387600000000003,25.43386,27.30605,23.936066666666665,12.278649999999999,37.0252
nonsuc,25.26716666666666,24.005100000000002,24.86993571428572,25.090288888888896,24.354088461538463,24.75242,25.475845833333334,25.166621739130438,23.448727272727275,22.148233333333334,23.158125000000005,24.93021578947368,24.455638888888892,24.586923529411763,27.15141875,24.964913333333335,23.404078571428574,23.939115384615384,26.510208333333335,27.07622727272727,27.358979999999995,27.712688888888888,28.002475,25.48674285714286,22.142083333333336,22.68132,25.703174999999998,25.114233333333335,23.089750000000002,21.9454
nonsuc,23.185413333333337,22.334968965517245,23.23901071428572,23.291451851851857,22.954534615384617,23.879948000000002,25.610275000000005,26.128886956521743,23.481581818181816,23.205661904761904,23.84247,24.62505789473684,23.082750000000004,24.10101176470588,25.25285,22.55941333333333,20.05917857142857,21.321169230769232,21.27696666666667,20.374263636363636,20.137040000000002,20.85543333333333,18.4490375,17.633857142857142,17.482383333333335,19.797480000000004,23.190150000000003,20.1488,22.77765,30.3942
nonsuc,22.62824333333334,22.034131034482762,23.43402500000001,23.752500000000005,23.1533,23.346964,24.81062916666666,24.372973913043477,22.828845454545455,22.991385714285713,23.930410000000002,23.8369947368421,22.03788888888889,22.61515294117647,24.772812499999997,21.500413333333334,20.681557142857145,21.54869230769231,21.486700000000003,18.760718181818184,19.08646,20.74532222222222,20.17145,19.064057142857145,18.542866666666665,16.34318,16.754050000000003,14.163833333333335,18.575400000000002,32.4348
nonsuc,22.213893333333335,21.320113793103445,23.21898214285714,22.600277777777787,20.91913076923077,21.620279999999998,23.462374999999998,22.805465217391312,21.651559090909092,23.335161904761904,24.109194999999996,22.636636842105265,22.531994444444447,23.978141176470587,24.323887500000005,20.5605,20.751578571428574,22.842515384615385,20.569791666666667,18.813045454545456,21.04336,20.890055555555556,18.96455,20.34197142857143,25.242533333333338,22.75038,20.240075,24.976766666666666,21.170949999999998,14.1603
nonsuc,24.965666666666667,23.489199999999997,25.209732142857145,25.263085185185187,24.648161538461544,24.123016000000003,25.17210833333333,24.581600000000005,23.154127272727276,24.929928571428572,26.088175,25.632315789473683,24.702777777777776,26.104258823529417,27.0312625,23.348580000000002,23.628292857142856,26.224253846153847,26.15980833333333,24.680872727272728,25.1816,29.417233333333336,29.148649999999996,28.5342,30.74575,25.52928,28.187925,33.4574,32.330799999999996,40.4135
nonsuc,24.285803333333334,23.32967241379311,25.567221428571425,25.047485185185185,24.73316153846154,25.203924,25.356379166666667,25.842713043478263,24.452099999999998,23.912357142857147,25.401670000000003,25.287594736842106,23.167783333333336,23.91684705882353,24.62348125,22.589713333333332,22.024892857142856,22.699438461538463,22.559816666666666,22.45621818181818,18.678179999999998,19.038366666666672,22.203912499999998,16.9128,15.028416666666667,18.815920000000002,13.535325,10.858600000000001,15.6414,15.4449
nonsuc,24.713473333333344,23.448924137931034,23.88448214285714,23.48301481481482,23.746638461538467,24.061644000000005,23.330299999999998,24.31531739130435,22.641009090909094,22.431776190476192,24.149855000000006,24.177905263157896,23.919372222222222,25.563335294117646,24.887137499999998,23.08528666666666,21.98757857142857,22.7498,23.18511666666667,23.900145454545456,25.058169999999997,27.39648888888889,26.0715,23.533014285714284,22.73981666666667,26.917160000000003,28.7928,26.117333333333335,19.35895,14.2527
nonsuc,22.21597333333333,20.98585862068966,22.084675000000004,21.354970370370367,21.073973076923078,23.056436000000005,23.43326666666667,21.934517391304343,22.044445454545453,23.333052380952378,21.496969999999997,22.345605263157896,25.098650000000006,23.885658823529415,22.882037500000003,22.042886666666664,20.4631,17.573723076923077,20.119466666666664,22.71535454545455,19.709110000000003,19.88207777777778,22.2574375,18.553542857142862,18.5398,23.40288,24.4536,25.112700000000004,27.529650000000004,23.9337
nonsuc,21.645733333333332,21.043955172413792,21.67289285714286,22.00502592592592,21.924923076923076,22.344728,23.478579166666666,23.302686956521736,22.027304545454545,23.42420952380952,22.575364999999998,22.263057894736843,23.138233333333336,22.49014705882353,22.421687500000004,21.660346666666666,21.916985714285715,19.307699999999997,19.109866666666672,19.828836363636363,19.460469999999997,17.757677777777776,17.570575,18.526457142857144,19.62675,15.845280000000002,21.787575,23.470399999999998,26.393400000000003,26.625600000000002
nonsuc,26.167150000000003,24.86892068965517,26.07504642857143,26.501674074074074,24.51058461538461,25.084688000000007,26.41265,25.142052173913047,24.521677272727274,26.664299999999997,27.308165000000002,25.28464210526316,26.257027777777783,27.11437647058824,25.722762499999998,24.779906666666662,26.25103571428571,25.625576923076927,24.069033333333334,26.289445454545454,29.059319999999996,26.527511111111114,26.7051875,29.623714285714282,28.30335,26.56864,28.931175,32.964933333333335,28.05865,14.2527
nonsuc,20.30964666666667,19.351517241379312,21.13275714285714,22.01571111111111,18.929807692307694,19.389016,22.590041666666664,21.788991304347824,18.779604545454543,20.969538095238097,23.292095000000003,18.920778947368422,18.62441111111111,20.78510588235294,22.5177625,18.53453333333334,21.13677142857143,24.827076923076923,21.611216666666667,19.214136363636364,20.75434,23.2222,19.1389,20.424314285714285,23.045783333333333,25.171300000000002,18.2041,24.9559,29.26235,36.7836
nonsuc,19.872663333333335,19.190293103448273,22.02732857142857,22.47961111111111,19.94418461538462,20.051464000000003,22.568283333333337,23.274291304347827,19.703845454545455,20.60686666666666,24.587445,21.555326315789472,20.258761111111117,22.535047058823533,22.957468750000004,20.268473333333336,17.56532142857143,19.01393076923077,21.727483333333335,16.380627272727278,17.4251,22.364355555555555,18.2789375,15.948700000000002,18.14068333333333,23.2399,19.232125000000003,16.388033333333336,20.7282,42.5304
nonsuc,25.009613333333338,23.666268965517247,25.192325,25.05242592592593,24.76873846153846,25.038380000000004,25.263229166666672,25.93575217391305,26.36072727272727,24.662433333333336,25.557045000000002,26.082736842105263,24.76056111111112,26.01178823529412,27.442624999999996,24.50241333333333,26.57876428571428,26.355938461538457,24.32300833333333,26.808209090909088,26.93488,26.069866666666666,26.269462500000003,26.13997142857143,26.9747,31.27178,33.143975,31.4443,42.908199999999994,47.8368
nonsuc,23.55547666666667,23.5202448275862,23.88443571428572,23.848148148148155,25.33189230769231,24.947464000000004,23.74362916666667,24.497234782608697,24.902495454545456,24.345361904761905,23.916149999999995,24.214578947368423,24.907627777777783,24.54519411764706,25.448225,21.801513333333336,23.753164285714288,22.56062307692308,21.002608333333335,23.388954545454546,22.62762,22.861066666666666,22.8982375,20.422885714285712,19.568050000000003,20.74,20.482525,23.512900000000002,14.91965,19.224600000000002
nonsuc,23.56146333333334,25.530993103448274,24.80325357142857,24.27151481481482,26.291596153846164,25.348107999999996,26.1577875,25.44950869565218,25.037554545454544,24.046828571428573,24.298994999999998,23.883842105263156,24.84961111111111,24.52082941176471,24.678887500000002,23.534053333333325,23.110957142857142,23.15650769230769,22.583533333333335,24.071672727272723,21.41626,22.63113333333333,18.662737500000002,16.513242857142856,18.15376666666667,12.75334,19.233975,15.402566666666665,16.56775,20.1579
nonsuc,24.831213333333338,25.703937931034485,24.535082142857142,22.850403703703698,23.998842307692307,23.445955999999995,24.977887499999998,24.469317391304344,24.29253636363637,25.17715238095239,24.957545,27.592026315789468,26.93167777777778,27.979888235294116,26.310631250000004,24.547060000000002,24.277178571428575,22.659223076923084,25.03498333333333,23.90694545454545,23.43837,25.507511111111114,22.4717125,28.390642857142858,29.313933333333328,35.7178,39.535025,36.6207,35.88525,48.2328
nonsuc,24.135996666666667,23.867800000000003,23.924157142857137,22.78193333333333,22.757042307692306,20.814796,23.016183333333334,22.420473913043477,21.78429090909091,24.271590476190475,23.97044,25.772547368421055,24.051638888888892,25.217058823529413,26.523781250000003,23.20898,23.59008571428571,22.440938461538458,22.788891666666668,22.891354545454547,22.83933,27.485755555555556,25.629850000000005,28.79911428571429,30.17115,30.2477,31.915674999999997,27.432466666666667,30.93735,31.125600000000002
nonsuc,22.05625666666667,21.76759310344827,22.18145,21.431107407407406,22.470661538461545,20.4208,22.4914625,21.84086956521739,21.132150000000003,23.89711904761905,23.742359999999994,25.358794736842107,22.759866666666667,22.351147058823532,24.436899999999998,20.664053333333335,20.329007142857144,18.137523076923074,18.791358333333335,20.049772727272725,18.897060000000003,22.7045,21.2397125,21.064400000000003,21.0577,21.0583,27.680025,20.436,18.54975,26.2152
nonsuc,23.902503333333335,23.437920689655172,24.495353571428577,24.2303074074074,22.616403846153847,22.250732000000003,25.081237500000004,25.325647826086954,23.140649999999997,23.952733333333338,26.066935,24.32272631578947,21.978538888888888,24.508388235294113,26.535456249999996,24.080166666666667,24.0803,26.78281538461539,28.262625000000003,23.886245454545453,24.86472,28.015266666666665,25.27695,27.01602857142857,31.286199999999997,34.531279999999995,37.5741,31.465666666666664,33.31435,51.876
nonsuc,21.608063333333337,21.111365517241385,21.81442142857143,22.266870370370366,21.02345384615385,21.061608000000007,22.652920833333337,22.32877391304348,20.967609090909093,20.472390476190476,22.07517,21.22301052631579,21.131766666666667,22.11264117647059,22.3062375,21.297520000000002,21.436892857142855,21.841330769230773,21.985591666666668,23.149300000000004,22.10867,21.796533333333336,21.273450000000004,22.06152857142857,22.724416666666666,21.16124,21.045775000000003,20.7636,16.414749999999998,8.0764
nonsuc,20.431516666666663,20.2527551724138,21.114164285714285,21.433307407407412,19.865515384615392,20.157096,20.801366666666663,20.63995652173913,20.239209090909092,18.66117619047619,20.361735000000003,20.152152631578947,19.44354444444444,18.801882352941178,20.99448125,19.490493333333333,20.02754285714286,20.11532307692308,20.01226666666666,20.68314545454546,20.99228,19.005411111111115,19.5310375,20.358914285714288,17.92455,18.91952,19.222550000000002,18.642633333333333,11.493950000000002,15.0548
nonsuc,22.70189,20.63893448275862,22.11563571428572,21.84451481481481,19.809907692307693,20.855316,22.65602916666667,21.2922,18.802177272727274,20.7087,22.768965,20.757968421052627,20.538716666666666,23.552994117647064,23.36,20.19586666666667,21.97304285714286,23.674238461538458,23.322633333333332,24.27085454545454,27.002940000000002,26.841533333333338,25.190549999999995,25.187042857142853,30.449249999999996,33.334199999999996,32.73945,31.469300000000004,26.772150000000003,15.9803
nonsuc,27.67866666666667,28.311089655172417,29.089228571428567,28.732944444444442,28.58960384615385,29.303124000000004,27.017558333333337,28.542939130434778,29.303986363636362,26.719666666666665,28.771639999999998,28.883657894736846,27.508466666666667,28.126641176470592,29.067018749999995,26.274273333333337,29.01937857142857,27.38042307692308,27.846908333333328,29.097372727272727,28.27865,25.374488888888887,28.7281375,27.8295,27.166099999999997,25.80426,20.002625000000002,21.167566666666666,21.529,20.1579
nonsuc,29.70388666666667,29.53526896551725,30.633182142857144,29.67192222222222,29.637326923076923,31.303644,29.64777083333333,30.949417391304348,30.57737727272727,28.02072857142857,30.687419999999996,31.420263157894738,30.323594444444453,31.11679411764706,30.966018749999993,29.675073333333334,31.01722857142857,28.10572307692308,29.106399999999994,32.80239090909091,31.485149999999997,30.38928888888889,32.509625,29.589471428571432,29.46375,34.1173,33.6449,34.433699999999995,35.9988,25.741500000000002
nonsuc,30.61832666666667,31.458037931034486,32.26025,31.576837037037034,31.338846153846152,32.266976,31.776233333333334,32.346556521739124,32.438418181818186,30.794909523809523,31.70655500000001,32.32524210526316,31.02005,31.888900000000003,32.20100625,31.07427333333333,32.23665,30.475861538461533,30.835733333333327,31.30124545454546,31.593130000000002,29.064688888888888,32.9485375,29.76267142857143,28.645866666666667,31.531740000000003,31.547175000000003,27.697533333333336,29.677699999999998,37.266799999999996
nonsuc,31.297449999999994,31.676055172413786,32.485775,32.37709999999999,31.553846153846152,32.398920000000004,32.981970833333335,33.0455695652174,31.921172727272722,32.132799999999996,32.853785,32.921578947368424,31.519988888888886,32.376758823529414,33.27815,30.740299999999994,31.25757857142857,30.778315384615382,31.315775,30.279790909090902,30.132830000000002,30.638777777777776,31.684075,26.609599999999997,29.91508333333333,31.739020000000004,30.612949999999998,26.1383,32.7636,26.4816
nonsuc,25.687366666666666,24.94732068965518,24.686375,24.61332592592593,23.57497307692308,23.450548000000005,24.317887499999994,24.71580434782609,23.663504545454543,23.70389523809524,24.527614999999997,25.41227894736842,26.28316666666667,26.272558823529412,26.913025,23.653446666666675,24.79839285714286,24.33146923076923,25.35610833333334,27.785818181818176,31.00794,30.853577777777772,29.722049999999996,31.65845714285714,35.12033333333333,33.8284,34.354175,37.7083,40.29965,48.8664
suc,22.697593333333337,22.08607931034483,23.470710714285712,23.092211111111116,21.615646153846154,21.250396000000006,23.614616666666667,23.38726956521739,21.569100000000002,23.144090476190478,24.237055000000005,24.3982,23.438788888888894,22.57043529411765,24.942137499999998,21.25534666666667,19.454314285714286,21.069538461538457,21.127133333333333,19.98380909090909,20.11909,22.777411111111114,22.5880875,20.285257142857144,23.012316666666667,21.81834,19.446700000000003,17.8599,13.078949999999999,13.0083
nonsuc,22.165313333333337,21.369441379310345,23.216567857142856,23.38998888888889,22.274226923076924,21.674836,23.991516666666666,23.93677826086957,21.904827272727275,23.38614761904762,25.13221,24.606968421052635,23.245588888888893,23.0111705882353,25.358612500000003,21.825586666666666,19.830000000000002,22.168853846153848,21.299433333333337,19.49873636363636,20.14942,22.840877777777784,22.656037500000004,20.627728571428573,22.03491666666667,20.662860000000002,21.624325,22.6579,31.21455,31.125600000000002
nonsuc,19.04446,18.848510344827588,20.460039285714288,21.39174814814815,20.09157307692308,18.699976000000003,21.512500000000003,21.47554782608696,18.51278636363637,19.695638095238095,20.74757,20.393694736842104,18.64295,18.70374117647059,21.61050625,17.361420000000003,17.107435714285714,18.44846153846154,19.919016666666668,17.464381818181817,14.82501,17.708755555555555,17.390175,12.924357142857144,13.444233333333331,14.87568,13.70045,8.4554,8.47265,10.4492
